"","sub.id","sub.name","sub.sys","sub.status","pri.id","pri.name","pri.status","start","end"
"189",1541,"HILCORP NORTH SLOPE, LLC","HL","ACTIVE",1541,"BP","Superseded",1987-06-04,2020-06-30
"190",1544,"BLOUNTSTOWN, CITY OF","GD","ACTIVE",1544,"BLOUNTSTOWN, CITY OF","Current",1995-04-20,2025-01-31
"191",1552,"BLUE DOLPHIN PIPELINE COMPANY","GT","INACTIVE",1552,"BLUE DOLPHIN PIPELINE COMPANY","Current",1995-04-21,2025-01-31
"192",1560,"CARDINAL NATURAL GAS COMPANY","GD","ACTIVE",1560,"BLUEFIELD GAS CO","Current",1995-04-20,2025-01-31
"193",1568,"BLUFORD MUNICIPAL GAS SYSTEM","GD","ACTIVE",1568,"BLUFORD MUNICIPAL GAS SYSTEM","Current",1995-05-24,2025-01-31
"194",1584,"BOAZ GAS BOARD","GD","ACTIVE",1584,"BOAZ GAS BOARD","Current",1995-04-20,2025-01-31
"195",1592,"BOERNE UTILITY, CITY OF","GD","ACTIVE",1592,"BOERNE UTILITY, CITY OF","Current",1995-05-24,2025-01-31
"196",1616,"BOLIVAR GAS DEPT","GD","ACTIVE",1616,"BOLIVAR GAS DEPT","Current",1995-04-20,2025-01-31
"197",1622,"BOOKER GAS CO, CITY OF","GD","ACTIVE",1622,"BOOKER GAS CO, CITY OF","Current",1995-05-24,2025-01-31
"198",1624,"BOONEVILLE MUNICIPAL GAS SYSTEM","GD","ACTIVE",1624,"BOONEVILLE MUNICIPAL GAS SYSTEM","Current",1995-05-24,2025-01-31
"199",1632,"BOONVILLE NATURAL GAS CORP","GD","ACTIVE",1632,"BOONVILLE NATURAL GAS CORP","Current",1995-04-20,2025-01-31
"200",1640,"BOSTON GAS CO","GD","ACTIVE",11713,"National Grid","Current",1995-05-24,2025-01-31
"201",1640,"BOSTON GAS CO","GT","ACTIVE",11713,"National Grid","Current",1995-05-24,2025-01-31
"202",1672,"BOWMAN GAS SYSTEM, CITY OF","GD","ACTIVE",1672,"BOWMAN GAS SYSTEM, CITY OF","Current",1995-05-24,2025-01-31
"203",1680,"BOYCE MUNICIPAL SYSTEM, TOWN OF","GD","ACTIVE",1680,"BOYCE MUNICIPAL SYSTEM, TOWN OF","Current",1987-06-04,2025-01-31
"204",1684,"BRACKETTVILLE, CITY OF, HOUSING AUTH OF","GD","ACTIVE",1684,"BRACKETTVILLE, CITY OF, HOUSING AUTH OF","Current",1987-06-04,2025-01-31
"205",1688,"BRADY MUNICIPAL GAS CORP, CITY OF","GD","ACTIVE",1688,"BRADY MUNICIPAL GAS CORP, CITY OF","Current",1995-05-24,2025-01-31
"206",1696,"BRAZORIA, CITY OF","GD","ACTIVE",1696,"BRAZORIA, CITY OF","Current",1995-04-20,2025-01-31
"207",1700,"BRAZOS ELECTRIC POWER COOPERATIVE INC","GT","INACTIVE",1700,"BRAZOS ELECTRIC POWER COOPERATIVE INC","Current",1995-04-20,2025-01-31
"208",1712,"BREAUX BRIDGE GAS SYSTEM","GD","INACTIVE",1712,"BREAUX BRIDGE GAS SYSTEM","Current",1987-06-04,2025-01-31
"209",1720,"BRENHAM UTILITY, CITY OF","GD","ACTIVE",1720,"BRENHAM UTILITY, CITY OF","Current",1995-05-24,2025-01-31
"210",1728,"BREWTON GAS DEPT, CITY OF","GD","ACTIVE",1728,"BREWTON GAS DEPT, CITY OF","Current",1995-04-20,2025-01-31
"211",1736,"BRIDGEPORT UTILITIES BOARD","GD","ACTIVE",1736,"BRIDGEPORT UTILITIES BOARD","Current",1995-05-24,2025-01-31
"212",1752,"BRIGHTON MUNICIPAL GAS SYSTEM","GD","ACTIVE",1752,"BRIGHTON MUNICIPAL GAS SYSTEM","Current",2016-12-28,2025-01-31
"213",1752,"BRIGHTON MUNICIPAL GAS SYSTEM","GT","ACTIVE",1752,"BRIGHTON MUNICIPAL GAS SYSTEM","Current",1995-04-20,2025-01-31
"214",1792,"BROOKLYN MUNICIPAL GAS CO","GD","ACTIVE",1792,"BROOKLYN MUNICIPAL GAS CO","Current",1995-05-24,2025-01-31
"215",1800,"KEYSPAN ENERGY DELIVERY - NY CITY","GD","ACTIVE",1800,"KEYSPAN ENERGY DELIVERY - NY CITY","Current",1995-05-24,2025-01-31
"216",1800,"KEYSPAN ENERGY DELIVERY - NY CITY","GT","ACTIVE",1800,"KEYSPAN ENERGY DELIVERY - NY CITY","Current",1995-05-24,2025-01-31
"217",1808,"BROOKSIDE GAS SYSTEM","GD","ACTIVE",1808,"BROOKSIDE GAS SYSTEM","Current",1995-05-24,2025-01-31
"218",1816,"BROOKSVILLE UTILITIES, TOWN OF","GD","ACTIVE",1816,"BROOKSVILLE UTILITIES, TOWN OF","Current",2016-12-19,2025-01-31
"219",1840,"BROWNSVILLE UTILITIES","GD","ACTIVE",1840,"BROWNSVILLE UTILITIES","Current",1995-04-20,2025-01-31
"220",1845,"BUCKEYE PARTNERS, LP","HL","ACTIVE",1845,"Buckeye","Current",1987-06-04,2025-01-31
"221",1848,"BUCKLEY GAS DEPT, CITY OF","GD","INACTIVE",1848,"BUCKLEY GAS DEPT, CITY OF","Current",1995-05-24,2025-01-31
"222",1872,"BUFORD GAS SYSTEM, CITY OF","GD","ACTIVE",1872,"BUFORD GAS SYSTEM, CITY OF","Current",1995-04-20,2025-01-31
"223",1888,"BURBANK PUBLIC WORKS AUTHORITY","GD","ACTIVE",1888,"BURBANK MUNICIPAL SYSTEM","Current",1995-04-20,2025-01-31
"224",1912,"BURLINGAME MUNICIPAL SYSTEM","GD","ACTIVE",1912,"BURLINGAME MUNICIPAL SYSTEM","Current",1995-05-24,2025-01-31
"225",1920,"BURLINGTON GAS SYSTEM , CITY OF","GD","ACTIVE",1920,"BURLINGTON GAS SYSTEM , CITY OF","Current",1995-04-20,2025-01-31
"226",1922,"BURNSVILLE GAS CO","GD","ACTIVE",1922,"BURNSVILLE GAS CO","Current",1995-04-20,2025-01-31
"227",1936,"BURRTON MUNICIPLE DISTRICT SYSTEM, CITY OF","GD","ACTIVE",1936,"BURRTON MUNICIPLE DISTRICT SYSTEM, CITY OF","Current",1987-06-04,2025-01-31
"228",1944,"BUSHNELL MUNICIPAL GAS UTILITY","GD","ACTIVE",1944,"BUSHNELL MUNICIPAL GAS UTILITY","Current",1995-05-24,2025-01-31
"229",1960,"BUTTE PIPELINE CO","HL","INACTIVE",1248,"Belle Fourche Pipeline Co.","Current",1987-06-04,2025-01-31
"230",1976,"BYHALIA MUNICIPAL SYSTEM, TOWN OF","GD","ACTIVE",1976,"BYHALIA MUNICIPAL SYSTEM, TOWN OF","Current",1995-04-20,2025-01-31
"231",1985,"B & H GAS CO","GD","ACTIVE",1985,"B & H GAS CO","Current",1995-05-24,2025-01-31
"232",2001,"CABOT OIL & GAS CORP","GT","INACTIVE",2001,"Cabot OandG","Current",1995-04-20,2025-01-31
"233",2012,"CAIRO GAS SYSTEMS, CITY OF","GD","ACTIVE",2012,"CAIRO GAS SYSTEMS, CITY OF","Current",1995-04-20,2025-01-31
"234",2016,"CAIRO PUBLIC UTILITIES SYSTEM","GD","ACTIVE",2016,"CAIRO PUBLIC UTILITIES SYSTEM","Current",1995-05-24,2025-01-31
"235",2020,"CITY OF CALERA NATURAL GAS","GD","ACTIVE",2020,"CITY OF CALERA NATURAL GAS","Current",1995-05-24,2025-01-31
"236",2036,"CAMILLA GAS SYSTEM, CITY OF","GD","ACTIVE",2036,"CAMILLA GAS SYSTEM, CITY OF","Current",1995-05-24,2025-01-31
"237",2042,"CALLIDUS TECHNOLOGIES by HONEYWELL","GT","ACTIVE",2042,"CALLIDUS TECHNOLOGIES by HONEYWELL","Current",1995-06-01,2025-01-31
"238",2044,"CAMP HILL UTILITY BOARD","GD","ACTIVE",2044,"CAMP HILL UTILITY BOARD","Current",1987-06-04,2025-01-31
"239",2047,"CALEDONIA NATURAL GAS DISTRICT","GD","ACTIVE",2047,"CALEDONIA NATURAL GAS DISTRICT","Current",1995-05-24,2025-01-31
"240",2060,"CANTON MUNICIPAL UTILITY","GD","ACTIVE",2060,"CANTON MUNICIPAL UTILITY","Current",1987-06-04,2025-01-31
"241",2066,"CAPE COD GAS CO (DIV OF COLONIAL GAS CO)","GD","INACTIVE",11713,"National Grid","Current",1987-06-04,2025-01-31
"242",2066,"CAPE COD GAS CO (DIV OF COLONIAL GAS CO)","GT","INACTIVE",11713,"National Grid","Current",2014-08-11,2025-01-31
"243",2088,"CARBON HILL GAS BOARD, CITY OF","GD","ACTIVE",2088,"CARBON HILL GAS BOARD, CITY OF","Current",1995-04-20,2025-01-31
"244",2092,"CARENCRO GAS SYSTEM","GD","ACTIVE",2092,"CARENCRO GAS SYSTEM","Current",1987-06-04,2025-01-31
"245",2096,"CARLISLE GAS SYSTEM, CITY OF","GD","ACTIVE",2096,"CARLISLE GAS SYSTEM, CITY OF","Current",1995-05-24,2025-01-31
"246",2112,"CARRIZO SPRINGS GAS DEPT","GD","ACTIVE",2112,"CARRIZO SPRINGS GAS DEPT","Current",1995-04-20,2025-01-31
"247",2116,"CARROLLTON GAS DISTRICT SYSTEM, CITY OF","GD","ACTIVE",2116,"CARROLLTON GAS DISTRICT SYSTEM, CITY OF","Current",1995-05-24,2025-01-31
"248",2120,"CARTERSVILLE GAS DEPT, CITY OF","GD","ACTIVE",2120,"CARTERSVILLE GAS DEPT, CITY OF","Current",1995-04-20,2025-01-31
"249",2124,"CASCADE MUNICIPAL UTIL","GD","ACTIVE",2124,"CASCADE MUNICIPAL UTIL","Current",1995-05-24,2025-01-31
"250",2128,"CASCADE NATURAL GAS CORP","GD","ACTIVE",2128,"CASCADE NATURAL GAS CORP","Current",1995-05-24,2025-01-31
"251",2128,"CASCADE NATURAL GAS CORP","GT","ACTIVE",2128,"CASCADE NATURAL GAS CORP","Current",1995-05-24,2025-01-31
"252",2132,"CASEY MUNICIPAL GAS SYSTEM","GD","ACTIVE",2132,"CASEY MUNICIPAL GAS SYSTEM","Current",1995-04-20,2025-01-31
"253",2136,"CASHION MUNICIPAL GAS SYSTEM","GD","ACTIVE",2136,"CASHION MUNICIPAL GAS SYSTEM","Current",1995-05-24,2025-01-31
"254",2144,"CASSODAY GAS DEPT, CITY OF","GD","ACTIVE",2144,"CASSODAY GAS DEPT, CITY OF","Current",1995-05-24,2025-01-31
"255",2152,"CASTROVILLE UTILITY SYSTEM","GD","ACTIVE",2152,"CASTROVILLE UTILITY SYSTEM","Current",1995-05-24,2025-01-31
"256",2162,"DOW PIPELINE LLC - CAYUSE","HL","ACTIVE",2162,"DOW PIPELINE CO - CAYUSE","Current",1987-06-04,2025-01-31
"257",2164,"CEDAR FALLS MUNICIPAL UTILITY","GD","ACTIVE",2164,"CEDAR FALLS MUNICIPAL UTILITY","Current",1995-05-24,2025-01-31
"258",2170,"CENEX PIPELINE LLC","HL","ACTIVE",9175,"CHS Inc","Current",2022-08-15,2025-01-31
"259",2170,"CENEX PIPELINE LLC","HL","ACTIVE",32283,"CHS Inc","Superseded",1987-06-04,2022-08-14
"260",2172,"CENTER MUNICIPAL GAS SYSTEM","GD","ACTIVE",2172,"CENTER MUNICIPAL GAS SYSTEM","Current",1995-05-24,2025-01-31
"261",2176,"CENTERVILLE, TOWN OF","GD","ACTIVE",2176,"CENTERVILLE, TOWN OF","Current",1995-04-20,2025-01-31
"262",2180,"CENTRAL CITY GAS SYSTEM DEPT","GD","ACTIVE",2180,"CENTRAL CITY GAS SYSTEM DEPT","Current",1995-05-24,2025-01-31
"263",2180,"CENTRAL CITY GAS SYSTEM DEPT","GT","ACTIVE",2180,"CENTRAL CITY GAS SYSTEM DEPT","Current",1995-05-24,2025-01-31
"264",2188,"CENTRAL FLORIDA GAS CORP","GD","ACTIVE",2309,"Chesapeake Utilities","Current",2023-01-01,2025-01-31
"265",2188,"CENTRAL FLORIDA GAS CORP","GD","ACTIVE",5330,"Chesapeake – Florida","Superseded",1995-04-20,2022-12-31
"266",2188,"CENTRAL FLORIDA GAS CORP","GT","ACTIVE",2309,"Chesapeake Utilities","Current",2023-01-01,2025-01-31
"267",2188,"CENTRAL FLORIDA GAS CORP","GT","ACTIVE",2188,"Chesapeake – Florida","Superseded",1995-04-20,2022-12-31
"268",2190,"CENTRAL FLORIDA PIPELINE CORP","HL","ACTIVE",18092,"Kinder Morgan","Current",1995-04-21,2025-01-31
"269",2196,"CENTRAL HUDSON GAS & ELECTRIC CORP","GD","ACTIVE",2196,"CENTRAL HUDSON GAS & ELECTRIC CORP","Current",1995-04-20,2025-01-31
"270",2196,"CENTRAL HUDSON GAS & ELECTRIC CORP","GT","ACTIVE",2196,"CENTRAL HUDSON GAS & ELECTRIC CORP","Current",1995-04-20,2025-01-31
"271",2227,"CENTURY, TOWN OF","GD","ACTIVE",2227,"CENTURY, TOWN OF","Current",1995-04-20,2025-01-31
"272",2232,"CENTREVILLE MUNICIPAL GAS, TOWN OF","GD","ACTIVE",2232,"CENTREVILLE MUNICIPAL GAS, TOWN OF","Current",1995-04-20,2025-01-31
"273",2236,"CHAMBERSBURG GAS DEPT","GD","ACTIVE",2236,"CHAMBERSBURG GAS DEPT","Current",1995-05-24,2025-01-31
"274",2256,"CHANUTE, CITY OF","GD","ACTIVE",2256,"CHANUTE, CITY OF","Current",1995-05-24,2025-01-31
"275",2256,"CHANUTE, CITY OF","GT","ACTIVE",2256,"CHANUTE, CITY OF","Current",1995-05-24,2025-01-31
"276",2268,"CHARLOTTESVILLE, CITY OF","GD","ACTIVE",2268,"CHARLOTTESVILLE, CITY OF","Current",1995-05-24,2025-01-31
"277",2272,"CHARTIERS NATURAL GAS CO INC","GD","ACTIVE",2272,"CHARTIERS NATURAL GAS CO INC","Current",1995-05-24,2025-01-31
"278",2280,"CHATHAM NATURAL GAS DIV","GD","ACTIVE",2280,"CHATHAM NATURAL GAS DIV","Current",1995-06-06,2025-01-31
"279",2288,"CHATTANOOGA GAS CO","GD","ACTIVE",2288,"CHATTANOOGA GAS","Current",1995-04-20,2025-01-31
"280",2288,"CHATTANOOGA GAS CO","GT","ACTIVE",2288,"CHATTANOOGA GAS","Current",1995-04-20,2025-01-31
"281",2289,"CHATTAHOOCHEE, CITY OF","GD","ACTIVE",2289,"CHATTAHOOCHEE, CITY OF","Current",1988-05-10,2025-01-31
"282",2292,"CHELSEA GAS AUTH","GD","ACTIVE",2292,"CHELSEA GAS AUTH","Current",1995-04-20,2025-01-31
"283",2297,"CHENEY MUNICIPAL UTILITY","GD","ACTIVE",2297,"CHENEY MUNICIPAL UTILITY","Current",1995-05-24,2025-01-31
"284",2300,"CHEROKEE WATERWORKS & GAS BOARD","GD","ACTIVE",2300,"CHEROKEE WATERWORKS & GAS BOARD","Current",1995-05-24,2025-01-31
"285",2304,"CHILDERSBURG GAS BOARD","GD","ACTIVE",2304,"CHILDERSBURG GAS BOARD","Current",1995-04-20,2025-01-31
"286",2304,"CHILDERSBURG GAS BOARD","GT","ACTIVE",2304,"CHILDERSBURG GAS BOARD","Current",1995-04-20,2025-01-31
"287",2308,"CHESTER, CITY OF","GD","ACTIVE",2308,"CHESTER, CITY OF","Current",1987-06-04,2025-01-31
"288",2309,"CHESAPEAKE UTILITIES CORPORATION","GD","ACTIVE",2309,"Chesapeake Utilities","Current",1995-05-24,2025-01-31
"289",2312,"CHESTER COUNTY NATURAL GAS AUTH","GD","ACTIVE",2312,"CHESTER COUNTY NATURAL GAS AUTH","Current",1995-04-20,2025-01-31
"290",2316,"CHESTER GAS DEPT, CITY OF","GD","ACTIVE",2316,"CHESTER GAS DEPT, CITY OF","Current",1995-04-20,2025-01-31
"291",2332,"CHEYENNE LIGHT FUEL & POWER","GD","INACTIVE",2332,"CHEYENNE LIGHT FUEL & POWER","Current",1995-05-24,2025-01-31
"292",2332,"CHEYENNE LIGHT FUEL & POWER","GT","INACTIVE",2332,"CHEYENNE LIGHT FUEL & POWER","Current",1995-05-24,2025-01-31
"293",2336,"CHICKASAWHAY NATURAL GAS DIST","GD","ACTIVE",2336,"CHICKASAWHAY NATURAL GAS DIST","Current",1995-04-20,2025-01-31
"294",2339,"CHEVRON PRODUCTS COMPANY - HAWAII","HL","INACTIVE",2339,"CHEVRON PRODUCTS COMPANY - HAWAII","Current",1989-02-22,2025-01-31
"295",2348,"CHIPLEY, CITY OF","GD","ACTIVE",2348,"CHIPLEY, CITY OF","Current",1995-04-20,2025-01-31
"296",2352,"CHIRENO MUNICIPAL GAS, CITY OF","GD","ACTIVE",2352,"CHIRENO MUNICIPAL GAS, CITY OF","Current",1995-05-24,2025-01-31
"297",2356,"CHOUTEAU PUBLIC WORKS AUTH","GD","ACTIVE",2356,"CHOUTEAU PUBLIC WORKS AUTH","Current",1995-04-20,2025-01-31
"298",2360,"CHRISNEY MUNICIPAL GAS CO","GD","ACTIVE",2360,"CHRISNEY MUNICIPAL GAS CO","Current",1995-04-20,2025-01-31
"299",2364,"DUKE ENERGY OHIO","GD","ACTIVE",15518,"PIEDMONT NATURAL GAS CO INC","Current",2019-09-13,2025-01-31
"300",2364,"DUKE ENERGY OHIO","GD","ACTIVE",2364,"Duke Energy","Superseded",1995-04-20,2019-09-12
"301",2364,"DUKE ENERGY OHIO","GT","ACTIVE",15518,"PIEDMONT NATURAL GAS CO INC","Current",2019-01-01,2025-01-31
"302",2364,"DUKE ENERGY OHIO","GT","ACTIVE",2364,"Duke Energy","Superseded",1995-04-20,2018-12-31
"303",2368,"CIRCLE PINES UTILITY","GD","ACTIVE",2368,"CIRCLE PINES UTILITY","Current",1995-04-20,2025-01-31
"304",2371,"WESTERN REFINING SOUTHWEST, INC","HL","INACTIVE",2371,"WESTERN REFINING SOUTHWEST, INC","Current",1987-06-04,2025-01-31
"305",2372,"CISNE GAS DEPT, VILLAGE OF","GD","ACTIVE",2372,"CISNE GAS DEPT, VILLAGE OF","Current",1995-04-20,2025-01-31
"306",2382,"CITATION OIL & GAS CORP","GT","ACTIVE",2382,"CITATION OIL & GAS CORP","Current",1988-01-26,2025-01-31
"307",2387,"CITGO PIPELINE CO","HL","ACTIVE",2387,"Citgo","Current",1995-05-03,2025-01-31
"308",2392,"CITIZENS GAS & COKE UTILITY","GD","ACTIVE",2392,"CITIZENS GAS & COKE UTILITY","Current",1995-04-20,2025-01-31
"309",2392,"CITIZENS GAS & COKE UTILITY","GT","ACTIVE",2392,"CITIZENS GAS & COKE UTILITY","Current",1995-04-20,2025-01-31
"310",2392,"CITIZENS GAS & COKE UTILITY","UNGS","ACTIVE",2392,"CITIZENS GAS & COKE UTILITY","Current",2017-01-18,2025-01-31
"311",2408,"CITIZENS GAS FUEL CO","GD","ACTIVE",2408,"CITIZENS GAS FUEL CO","Current",1995-05-24,2025-01-31
"312",2408,"CITIZENS GAS FUEL CO","GT","ACTIVE",2408,"CITIZENS GAS FUEL CO","Current",1995-05-24,2025-01-31
"313",2412,"CITIZENS GAS UTIL DIST","GD","ACTIVE",2412,"CITIZENS GAS UTIL DIST","Current",1995-04-20,2025-01-31
"314",2412,"CITIZENS GAS UTIL DIST","UNGS","ACTIVE",2412,"CITIZENS GAS UTIL DIST","Current",2017-01-18,2025-01-31
"315",2421,"SOUTH ALABAMA UTILITIES","GD","ACTIVE",2421,"CITRONELLE GAS UTILITIES BOARD, TOWN OF","Current",1995-05-24,2025-01-31
"316",2428,"CITY GAS CO","GD","ACTIVE",2428,"CITY GAS CO","Current",1995-06-06,2025-01-31
"317",2432,"FLORIDA CITY GAS","GD","ACTIVE",2309,"Chesapeake Utilities","Current",2023-12-01,2025-01-31
"318",2432,"FLORIDA CITY GAS","GD","ACTIVE",2432,"FLORIDA CITY GAS","Superseded",1987-06-04,2023-11-30
"319",2432,"FLORIDA CITY GAS","GT","ACTIVE",2309,"Chesapeake Utilities","Current",2023-12-01,2025-01-31
"320",2432,"FLORIDA CITY GAS","GT","ACTIVE",2432,"FLORIDA CITY GAS","Superseded",1987-06-04,2023-11-30
"321",2452,"CLARENCE, CITY OF","GD","ACTIVE",2452,"CLARENCE, CITY OF","Current",1995-05-24,2025-01-31
"322",2456,"CLARKE - MOBILE COUNTIES GAS DIST","GD","ACTIVE",2456,"CLARKE - MOBILE COUNTIES GAS DIST","Current",1995-05-24,2025-01-31
"323",2456,"CLARKE - MOBILE COUNTIES GAS DIST","GT","ACTIVE",2456,"CLARKE - MOBILE COUNTIES GAS DIST","Current",1995-05-24,2025-01-31
"324",2460,"CLARKSVILLE GAS & WATER DEPT","GD","ACTIVE",2460,"CLARKSVILLE GAS & WATER DEPT","Current",1995-05-24,2025-01-31
"325",2464,"CLAXTON GAS DEPT, CITY OF","GD","ACTIVE",2464,"CLAXTON GAS DEPT, CITY OF","Current",1995-04-20,2025-01-31
"326",2465,"CLAIBORNE NATURAL GAS INC","GD","ACTIVE",2465,"CLAIBORNE NATURAL GAS INC","Current",1995-05-03,2025-01-31
"327",2468,"VILLAGE OF CLAY CITY","GD","ACTIVE",2468,"VILLAGE OF CLAY CITY","Current",1995-04-20,2025-01-31
"328",2472,"CLAY NATURAL GAS SYSTEM, CITY OF","GD","ACTIVE",2472,"CLAY NATURAL GAS SYSTEM, CITY OF","Current",1995-04-20,2025-01-31
"329",2476,"CLAYTON GAS SYSTEM","GD","ACTIVE",2476,"CLAYTON GAS SYSTEM","Current",1995-05-24,2025-01-31
"330",2480,"CLEARFIELD MUNICIPAL GAS SYSTEM","GD","ACTIVE",2480,"CLEARFIELD MUNICIPAL GAS SYSTEM","Current",1995-05-24,2025-01-31
"331",2480,"CLEARFIELD MUNICIPAL GAS SYSTEM","GT","ACTIVE",2480,"CLEARFIELD MUNICIPAL GAS SYSTEM","Current",1995-05-24,2025-01-31
"332",2488,"CLEARWATER GAS SYSTEM","GD","ACTIVE",2488,"CLEARWATER GAS SYSTEM","Current",1995-04-20,2025-01-31
"333",2492,"CLEVELAND GAS DEPT","GD","ACTIVE",2492,"CLEVELAND GAS DEPT","Current",1995-04-20,2025-01-31
"334",2500,"TOWN OF CLINTON","GD","ACTIVE",2500,"CLINTON, TOWN OF - GAS UTIL DIST #2, E FELICIANA","Current",1995-04-20,2025-01-31
"335",2508,"CLINTON GAS SYSTEM, CITY OF","GD","ACTIVE",648,"New Commonwealth","Current",1995-04-20,2025-01-31
"336",2512,"CLINTON - NEWBERRY NATURAL GAS AUTH","GD","ACTIVE",2512,"CLINTON - NEWBERRY NATURAL GAS AUTH","Current",1995-04-20,2025-01-31
"337",2512,"CLINTON - NEWBERRY NATURAL GAS AUTH","GT","ACTIVE",2512,"CLINTON - NEWBERRY NATURAL GAS AUTH","Current",1995-04-20,2025-01-31
"338",2524,"COALINGA, CITY OF","GD","ACTIVE",2524,"COALINGA, CITY OF","Current",1995-04-20,2025-01-31
"339",2532,"COBDEN MUNICIPAL GAS SYSTEM","GD","ACTIVE",2532,"COBDEN MUNICIPAL GAS SYSTEM","Current",1995-04-20,2025-01-31
"340",2536,"COCHRAN GAS SYSTEM, CITY OF","GD","ACTIVE",2536,"COCHRAN GAS SYSTEM, CITY OF","Current",1995-05-24,2025-01-31
"341",2537,"BLACK HILLS NORTHWEST WYOMING GAS UTILITY COMPANY, LLC","GD","INACTIVE",2537,"ENERGY WEST WYOMING","Current",1995-04-20,2025-01-31
"342",2537,"BLACK HILLS NORTHWEST WYOMING GAS UTILITY COMPANY, LLC","GT","INACTIVE",2537,"ENERGY WEST WYOMING","Current",1995-04-20,2025-01-31
"343",2548,"COLFAX GAS DEPT, TOWN OF","GD","ACTIVE",2548,"COLFAX GAS DEPT, TOWN OF","Current",1995-06-06,2025-01-31
"344",2552,"COLONIAL PIPELINE CO","HL","ACTIVE",2552,"COLONIAL PIPELINE CO","Current",1987-06-04,2025-01-31
"345",2556,"COLLINWOOD GAS DEPT","GD","ACTIVE",2556,"COLLINWOOD GAS DEPT","Current",1995-04-20,2025-01-31
"346",2564,"COLORADO INTERSTATE GAS CO","GT","ACTIVE",2564,"Kinder Morgan","Current",1995-05-03,2025-01-31
"347",2564,"COLORADO INTERSTATE GAS CO","HL","ACTIVE",18092,"Kinder Morgan","Current",2014-09-10,2025-01-31
"348",2564,"COLORADO INTERSTATE GAS CO","HL","ACTIVE",2564,"Kinder Morgan","Superseded",1995-05-03,2014-09-09
"349",2564,"COLORADO INTERSTATE GAS CO","UNGS","ACTIVE",2564,"Kinder Morgan","Current",2017-01-18,2025-01-31
"350",2568,"COLORADO SPRINGS, CITY OF","GD","ACTIVE",2568,"COLORADO SPRINGS, CITY OF","Current",1995-05-24,2025-01-31
"351",2572,"COLQUITT GAS SYSTEM, CITY OF","GD","ACTIVE",2572,"COLQUITT GAS SYSTEM, CITY OF","Current",1995-05-24,2025-01-31
"352",2585,"COLUMBIA GAS OF KENTUCKY INC","GD","ACTIVE",2585,"COLUMBIA GAS OF KENTUCKY INC","Current",1995-05-24,2025-01-31
"353",2585,"COLUMBIA GAS OF KENTUCKY INC","GT","ACTIVE",2585,"COLUMBIA GAS OF KENTUCKY INC","Current",1995-05-24,2025-01-31
"354",2588,"COLUMBIA GAS OF MARYLAND INC","GD","ACTIVE",2588,"COLUMBIA GAS OF MARYLAND INC","Current",1995-05-24,2025-01-31
"355",2588,"COLUMBIA GAS OF MARYLAND INC","GT","ACTIVE",2588,"COLUMBIA GAS OF MARYLAND INC","Current",1995-05-24,2025-01-31
"356",2596,"COLUMBIA GAS OF OHIO INC","GD","ACTIVE",2596,"COLUMBIA GAS OF OHIO INC","Current",1995-05-24,2025-01-31
"357",2596,"COLUMBIA GAS OF OHIO INC","GT","ACTIVE",2596,"COLUMBIA GAS OF OHIO INC","Current",1995-05-24,2025-01-31
"358",2600,"COLUMBIA GAS OF PENNSYLVANIA","GD","ACTIVE",2600,"COLUMBIA GAS OF PENNSYLVANIA","Current",1995-05-24,2025-01-31
"359",2600,"COLUMBIA GAS OF PENNSYLVANIA","GT","ACTIVE",2600,"COLUMBIA GAS OF PENNSYLVANIA","Current",1995-05-24,2025-01-31
"360",2600,"COLUMBIA GAS OF PENNSYLVANIA","UNGS","ACTIVE",2600,"COLUMBIA GAS OF PENNSYLVANIA","Current",2017-01-18,2025-01-31
"361",2604,"COLUMBIA GAS OF VIRGINIA INC","GD","ACTIVE",2604,"COLUMBIA GAS OF VIRGINIA INC","Current",1987-06-04,2025-01-31
"362",2604,"COLUMBIA GAS OF VIRGINIA INC","GT","ACTIVE",2604,"COLUMBIA GAS OF VIRGINIA INC","Current",1987-06-04,2025-01-31
"363",2616,"COLUMBIA GAS TRANSMISSION, LLC","GD","ACTIVE",405,"TransCanada","Current",2018-01-01,2025-01-31
"364",2616,"COLUMBIA GAS TRANSMISSION, LLC","GD","ACTIVE",2616,"NiSource","Superseded",2011-01-01,2017-12-31
"365",2616,"COLUMBIA GAS TRANSMISSION, LLC","GT","ACTIVE",405,"TransCanada","Current",2018-01-01,2025-01-31
"366",2616,"COLUMBIA GAS TRANSMISSION, LLC","GT","ACTIVE",2616,"NiSource","Superseded",1995-05-03,2017-12-31
"367",2616,"COLUMBIA GAS TRANSMISSION, LLC","UNGS","ACTIVE",2616,"NiSource","Current",2017-01-18,2025-01-31
"368",2616,"COLUMBIA GAS TRANSMISSION, LLC","UNGS","ACTIVE",405,"TransCanada","Current",2018-01-01,2025-01-31
"369",2620,"COLUMBIA GULF TRANSMISSION, LLC","GT","ACTIVE",405,"TransCanada","Current",2018-01-01,2025-01-31
"370",2620,"COLUMBIA GULF TRANSMISSION, LLC","GT","ACTIVE",2616,"NiSource","Superseded",1995-05-03,2017-12-31
"371",2622,"COLUMBIA, TOWN OF","GD","ACTIVE",2622,"COLUMBIA, TOWN OF","Current",1987-06-04,2025-01-31
